S_N,Site_ID,Site_Name,cell Name,LAC,Cell_ID,LAT,LONG,NEAREST_SCHOOL,Cell_Name
492,SL0158,Addax,,24000,21584,8.71274,-12.23101,"Evangelical Model Primary School(Primary)|Approved|Mission/religious group,Evangelical Model Primary School(Primary)|Not Approved|Mission/religious group,Evangelical Model Primary School(Primary)|Not Approved|Mission/religious group,Evangelical Model Primary School Robung(Primary)|Approved|Mission/religious group,Bombali District Education Committee Primary School(Primary)|Approved|Government",ADDAX4
1966,SL0158,Addax,,33000,31584,8.71274,-12.23101,"Evangelical Model Primary School(Primary)|Approved|Mission/religious group,Evangelical Model Primary School(Primary)|Not Approved|Mission/religious group,Evangelical Model Primary School(Primary)|Not Approved|Mission/religious group,Evangelical Model Primary School Robung(Primary)|Approved|Mission/religious group,Bombali District Education Committee Primary School(Primary)|Approved|Government",UADDAXM
1967,SL0158,Addax,,33000,31585,8.71274,-12.23101,"Evangelical Model Primary School(Primary)|Approved|Mission/religious group,Evangelical Model Primary School(Primary)|Not Approved|Mission/religious group,Evangelical Model Primary School(Primary)|Not Approved|Mission/religious group,Evangelical Model Primary School Robung(Primary)|Approved|Mission/religious group,Bombali District Education Committee Primary School(Primary)|Approved|Government",UADDAXN
1968,SL0158,Addax,,33000,31587,8.71274,-12.23101,"Evangelical Model Primary School(Primary)|Approved|Mission/religious group,Evangelical Model Primary School(Primary)|Not Approved|Mission/religious group,Evangelical Model Primary School(Primary)|Not Approved|Mission/religious group,Evangelical Model Primary School Robung(Primary)|Approved|Mission/religious group,Bombali District Education Committee Primary School(Primary)|Approved|Government",UADDAXX
1969,SL0158,Addax,,33000,31588,8.71274,-12.23101,"Evangelical Model Primary School(Primary)|Approved|Mission/religious group,Evangelical Model Primary School(Primary)|Not Approved|Mission/religious group,Evangelical Model Primary School(Primary)|Not Approved|Mission/religious group,Evangelical Model Primary School Robung(Primary)|Approved|Mission/religious group,Bombali District Education Committee Primary School(Primary)|Approved|Government",UADDAXY
1970,SL0158,Addax,,37000,31581,8.71274,-12.23101,"Evangelical Model Primary School(Primary)|Approved|Mission/religious group,Evangelical Model Primary School(Primary)|Not Approved|Mission/religious group,Evangelical Model Primary School(Primary)|Not Approved|Mission/religious group,Evangelical Model Primary School Robung(Primary)|Approved|Mission/religious group,Bombali District Education Committee Primary School(Primary)|Approved|Government",UADONKI
1971,SL0158,Addax,,37000,31582,8.71274,-12.23101,"Evangelical Model Primary School(Primary)|Approved|Mission/religious group,Evangelical Model Primary School(Primary)|Not Approved|Mission/religious group,Evangelical Model Primary School(Primary)|Not Approved|Mission/religious group,Evangelical Model Primary School Robung(Primary)|Approved|Mission/religious group,Bombali District Education Committee Primary School(Primary)|Approved|Government",UADONKJ
1972,SL0158,Addax,,37000,31583,8.71274,-12.23101,"Evangelical Model Primary School(Primary)|Approved|Mission/religious group,Evangelical Model Primary School(Primary)|Not Approved|Mission/religious group,Evangelical Model Primary School(Primary)|Not Approved|Mission/religious group,Evangelical Model Primary School Robung(Primary)|Approved|Mission/religious group,Bombali District Education Committee Primary School(Primary)|Approved|Government",UADONKK
493,SL0159,Sulima,,28000,21591,6.96848,-11.57538,"Roman Catholic Primary(Primary)|Approved|Mission/religious group,Community Primary School(Primary)|Not Approved|Community,Community Primary School(Primary)|Not Approved|Community,Community Primary School(Primary)|Approved|Community,Sierra Leone Church Primary School(Primary)|Not Approved|Mission/religious group",SULIMA1
494,SL0159,Sulima,,28000,21592,6.96848,-11.57538,"Roman Catholic Primary(Primary)|Approved|Mission/religious group,Community Primary School(Primary)|Not Approved|Community,Community Primary School(Primary)|Not Approved|Community,Community Primary School(Primary)|Approved|Community,Sierra Leone Church Primary School(Primary)|Not Approved|Mission/religious group",SULIMA2
495,SL0159,Sulima,,28000,21593,6.96848,-11.57538,"Roman Catholic Primary(Primary)|Approved|Mission/religious group,Community Primary School(Primary)|Not Approved|Community,Community Primary School(Primary)|Not Approved|Community,Community Primary School(Primary)|Approved|Community,Sierra Leone Church Primary School(Primary)|Not Approved|Mission/religious group",SULIMA3
496,SL0160,Sahn Malen,,28000,21601,7.43393,-11.84194,"Roman Catholic Primary School(Primary)|Approved|Mission/religious group,Saint Paul's Pre School Sahn Malen(Pre-Primary)|Approved|Government,Malen Government Secondary School(Junior Secondary)|Approved|Community,National Islamic Mission Primary School(Primary)|Approved|Mission/religious group,Sierra Leone United Islamic Mission(Primary)|Approved|Mission/religious group",SAHN1
497,SL0160,Sahn Malen,,28000,21602,7.43393,-11.84194,"Roman Catholic Primary School(Primary)|Approved|Mission/religious group,Saint Paul's Pre School Sahn Malen(Pre-Primary)|Approved|Government,Malen Government Secondary School(Junior Secondary)|Approved|Community,National Islamic Mission Primary School(Primary)|Approved|Mission/religious group,Sierra Leone United Islamic Mission(Primary)|Approved|Mission/religious group",SAHN2
498,SL0160,Sahn Malen,,28000,21603,7.43393,-11.84194,"Roman Catholic Primary School(Primary)|Approved|Mission/religious group,Saint Paul's Pre School Sahn Malen(Pre-Primary)|Approved|Government,Malen Government Secondary School(Junior Secondary)|Approved|Community,National Islamic Mission Primary School(Primary)|Approved|Mission/religious group,Sierra Leone United Islamic Mission(Primary)|Approved|Mission/religious group",SAHN3
1973,SL0160,Sahn Malen,,35000,11601,7.43393,-11.84194,"Roman Catholic Primary School(Primary)|Approved|Mission/religious group,Saint Paul's Pre School Sahn Malen(Pre-Primary)|Approved|Government,Malen Government Secondary School(Junior Secondary)|Approved|Community,National Islamic Mission Primary School(Primary)|Approved|Mission/religious group,Sierra Leone United Islamic Mission(Primary)|Approved|Mission/religious group",USAHNA
1974,SL0160,Sahn Malen,,35000,11602,7.43393,-11.84194,"Roman Catholic Primary School(Primary)|Approved|Mission/religious group,Saint Paul's Pre School Sahn Malen(Pre-Primary)|Approved|Government,Malen Government Secondary School(Junior Secondary)|Approved|Community,National Islamic Mission Primary School(Primary)|Approved|Mission/religious group,Sierra Leone United Islamic Mission(Primary)|Approved|Mission/religious group",USAHNB
1975,SL0160,Sahn Malen,,35000,11603,7.43393,-11.84194,"Roman Catholic Primary School(Primary)|Approved|Mission/religious group,Saint Paul's Pre School Sahn Malen(Pre-Primary)|Approved|Government,Malen Government Secondary School(Junior Secondary)|Approved|Community,National Islamic Mission Primary School(Primary)|Approved|Mission/religious group,Sierra Leone United Islamic Mission(Primary)|Approved|Mission/religious group",USAHNC
499,SL0161,Bumpeh,,27000,21611,7.89108,-11.90711,"United Brethen In Christ Primary(Primary)|Approved|Mission/religious group,United Brethren In Christ Jusu Memorial Pre-School(Pre-Primary)|Approved|Mission/religious group,Bo District Council Primary(Primary)|Approved|Government,Roman Catholic Primay(Primary)|Approved|Mission/religious group,Bumpe High School   Bumpe Town(Senior Secondary)|Approved|Mission/religious group",BUMPEH1
500,SL0161,Bumpeh,,27000,21612,7.89108,-11.90711,"United Brethen In Christ Primary(Primary)|Approved|Mission/religious group,United Brethren In Christ Jusu Memorial Pre-School(Pre-Primary)|Approved|Mission/religious group,Bo District Council Primary(Primary)|Approved|Government,Roman Catholic Primay(Primary)|Approved|Mission/religious group,Bumpe High School   Bumpe Town(Senior Secondary)|Approved|Mission/religious group",BUMPEH2
501,SL0161,Bumpeh,,27000,21613,7.89108,-11.90711,"United Brethen In Christ Primary(Primary)|Approved|Mission/religious group,United Brethren In Christ Jusu Memorial Pre-School(Pre-Primary)|Approved|Mission/religious group,Bo District Council Primary(Primary)|Approved|Government,Roman Catholic Primay(Primary)|Approved|Mission/religious group,Bumpe High School   Bumpe Town(Senior Secondary)|Approved|Mission/religious group",BUMPEH3
502,SL0162,Kalangba,,24000,21621,9.0316,-12.16259,"Wesleyan Church Of Sierra Leone Primary School(Primary)|Approved|Mission/religious group,Sierra Leone Muslim Brotherhood Primary School(Primary)|Approved|Mission/religious group,Kalangba Agricultural Senior Secondary School(Senior Secondary)|Not Approved|Community,Kalangba Agricultural Secondary Sch(Junior Secondary)|Approved|Community,Matogo Community Nursery School(Pre-Primary)|Not Approved|Community",KALANG1
503,SL0162,Kalangba,,24000,21622,9.0316,-12.16259,"Wesleyan Church Of Sierra Leone Primary School(Primary)|Approved|Mission/religious group,Sierra Leone Muslim Brotherhood Primary School(Primary)|Approved|Mission/religious group,Kalangba Agricultural Senior Secondary School(Senior Secondary)|Not Approved|Community,Kalangba Agricultural Secondary Sch(Junior Secondary)|Approved|Community,Matogo Community Nursery School(Pre-Primary)|Not Approved|Community",KALANG2
504,SL0162,Kalangba,,24000,21623,9.0316,-12.16259,"Wesleyan Church Of Sierra Leone Primary School(Primary)|Approved|Mission/religious group,Sierra Leone Muslim Brotherhood Primary School(Primary)|Approved|Mission/religious group,Kalangba Agricultural Senior Secondary School(Senior Secondary)|Not Approved|Community,Kalangba Agricultural Secondary Sch(Junior Secondary)|Approved|Community,Matogo Community Nursery School(Pre-Primary)|Not Approved|Community",KALANG3
505,SL0163,Campbell Street,,21000,21631,8.476113,-13.23921,"Four Square International Pre-Primary School(Pre-Primary)|Applied for Approval|Private,Four Square International(Primary)|Applied for Approval|Private,Fattah Rahman Junior Secondary School(Junior Secondary)|Approved|Government,Baana Nursery And Preparatory School(Primary)|Approved|Private,Fattah Rahman Municipal Primary School(Primary)|Approved|Government",CAMBEL1
506,SL0163,Campbell Street,,21000,21632,8.476113,-13.23921,"Four Square International Pre-Primary School(Pre-Primary)|Applied for Approval|Private,Four Square International(Primary)|Applied for Approval|Private,Fattah Rahman Junior Secondary School(Junior Secondary)|Approved|Government,Baana Nursery And Preparatory School(Primary)|Approved|Private,Fattah Rahman Municipal Primary School(Primary)|Approved|Government",CAMBEL2
507,SL0163,Campbell Street,,21000,21633,8.476113,-13.23921,"Four Square International Pre-Primary School(Pre-Primary)|Applied for Approval|Private,Four Square International(Primary)|Applied for Approval|Private,Fattah Rahman Junior Secondary School(Junior Secondary)|Approved|Government,Baana Nursery And Preparatory School(Primary)|Approved|Private,Fattah Rahman Municipal Primary School(Primary)|Approved|Government",CAMBEL3
1976,SL0163,Campbell Street,,30000,31631,8.476113,-13.23921,,UCAMBLI
1977,SL0163,Campbell Street,,30000,31632,8.476113,-13.23921,"Four Square International Pre-Primary School(Pre-Primary)|Applied for Approval|Private,Four Square International(Primary)|Applied for Approval|Private,Fattah Rahman Junior Secondary School(Junior Secondary)|Approved|Government,Baana Nursery And Preparatory School(Primary)|Approved|Private,Fattah Rahman Municipal Primary School(Primary)|Approved|Government",UCAMBLJ
1978,SL0163,Campbell Street,,30000,31633,8.476113,-13.23921,"Four Square International Pre-Primary School(Pre-Primary)|Applied for Approval|Private,Four Square International(Primary)|Applied for Approval|Private,Fattah Rahman Junior Secondary School(Junior Secondary)|Approved|Government,Baana Nursery And Preparatory School(Primary)|Approved|Private,Fattah Rahman Municipal Primary School(Primary)|Approved|Government",UCAMBLK
1979,SL0163,Campbell Street,,30000,31634,8.476113,-13.23921,"Four Square International Pre-Primary School(Pre-Primary)|Applied for Approval|Private,Four Square International(Primary)|Applied for Approval|Private,Fattah Rahman Junior Secondary School(Junior Secondary)|Approved|Government,Baana Nursery And Preparatory School(Primary)|Approved|Private,Fattah Rahman Municipal Primary School(Primary)|Approved|Government",UCAMBLM
1980,SL0163,Campbell Street,,30000,31635,8.476113,-13.23921,"Four Square International Pre-Primary School(Pre-Primary)|Applied for Approval|Private,Four Square International(Primary)|Applied for Approval|Private,Fattah Rahman Junior Secondary School(Junior Secondary)|Approved|Government,Baana Nursery And Preparatory School(Primary)|Approved|Private,Fattah Rahman Municipal Primary School(Primary)|Approved|Government",UCAMBLN
1981,SL0163,Campbell Street,,30000,31636,8.476113,-13.23921,"Four Square International Pre-Primary School(Pre-Primary)|Applied for Approval|Private,Four Square International(Primary)|Applied for Approval|Private,Fattah Rahman Junior Secondary School(Junior Secondary)|Approved|Government,Baana Nursery And Preparatory School(Primary)|Approved|Private,Fattah Rahman Municipal Primary School(Primary)|Approved|Government",UCAMBLP
1982,SL0163,Campbell Street,,30000,31637,8.476113,-13.23921,"Four Square International Pre-Primary School(Pre-Primary)|Applied for Approval|Private,Four Square International(Primary)|Applied for Approval|Private,Fattah Rahman Junior Secondary School(Junior Secondary)|Approved|Government,Baana Nursery And Preparatory School(Primary)|Approved|Private,Fattah Rahman Municipal Primary School(Primary)|Approved|Government",UCAMBLX
1983,SL0163,Campbell Street,,30000,31638,8.476113,-13.23921,"Four Square International Pre-Primary School(Pre-Primary)|Applied for Approval|Private,Four Square International(Primary)|Applied for Approval|Private,Fattah Rahman Junior Secondary School(Junior Secondary)|Approved|Government,Baana Nursery And Preparatory School(Primary)|Approved|Private,Fattah Rahman Municipal Primary School(Primary)|Approved|Government",UCAMBLY
1984,SL0163,Campbell Street,,30000,31639,8.476113,-13.23921,"Four Square International Pre-Primary School(Pre-Primary)|Applied for Approval|Private,Four Square International(Primary)|Applied for Approval|Private,Fattah Rahman Junior Secondary School(Junior Secondary)|Approved|Government,Baana Nursery And Preparatory School(Primary)|Approved|Private,Fattah Rahman Municipal Primary School(Primary)|Approved|Government",UCAMBLZ
3185,SL0163,LCAMBL,,4100,401631,8.476113,-13.23921,"Four Square International Pre-Primary School(Pre-Primary)|Applied for Approval|Private,Four Square International(Primary)|Applied for Approval|Private,Fattah Rahman Junior Secondary School(Junior Secondary)|Approved|Government,Baana Nursery And Preparatory School(Primary)|Approved|Private,Fattah Rahman Municipal Primary School(Primary)|Approved|Government",LCAMBL1
3186,SL0163,LCAMBL,,4100,401632,8.476113,-13.23921,"Four Square International Pre-Primary School(Pre-Primary)|Applied for Approval|Private,Four Square International(Primary)|Applied for Approval|Private,Fattah Rahman Junior Secondary School(Junior Secondary)|Approved|Government,Baana Nursery And Preparatory School(Primary)|Approved|Private,Fattah Rahman Municipal Primary School(Primary)|Approved|Government",LCAMBL2
3187,SL0163,LCAMBL,,4100,401633,8.476113,-13.23921,"Four Square International Pre-Primary School(Pre-Primary)|Applied for Approval|Private,Four Square International(Primary)|Applied for Approval|Private,Fattah Rahman Junior Secondary School(Junior Secondary)|Approved|Government,Baana Nursery And Preparatory School(Primary)|Approved|Private,Fattah Rahman Municipal Primary School(Primary)|Approved|Government",LCAMBL3
508,SL0164,Yomandu,,29000,21641,8.75027,-11.10555,"Suprime Islamic Council(Primary)|Approved|Mission/religious group,Yormandu High School(Junior Secondary)|Approved|Community,Africa Community Empowerment Development Organisation(Pre-Primary)|Not Approved|Community,African Community Empowerment Development Orgnisation(Primary)|Not Approved|Community,Grace Primary School(Primary)|Approved|Private",YOMADU1
509,SL0164,Yomandu,,29000,21642,8.75027,-11.10555,"Suprime Islamic Council(Primary)|Approved|Mission/religious group,Yormandu High School(Junior Secondary)|Approved|Community,Africa Community Empowerment Development Organisation(Pre-Primary)|Not Approved|Community,African Community Empowerment Development Orgnisation(Primary)|Not Approved|Community,Grace Primary School(Primary)|Approved|Private",YOMADU2
510,SL0164,Yomandu,,29000,21643,8.75027,-11.10555,"Suprime Islamic Council(Primary)|Approved|Mission/religious group,Yormandu High School(Junior Secondary)|Approved|Community,Africa Community Empowerment Development Organisation(Pre-Primary)|Not Approved|Community,African Community Empowerment Development Orgnisation(Primary)|Not Approved|Community,Grace Primary School(Primary)|Approved|Private",YOMADU3
511,SL0165,Ferengbeya,,25000,21651,9.01114,-11.71391,"Baptist Primary School(Primary)|Not Approved|Mission/religious group,Community Islamic Primary School(Primary)|Not Approved|Community,Christian Life Era Prmary School(Primary)|Not Approved|Mission/religious group,Ahmadiyya Pre-School(Pre-Primary)|Approved|Government,Ahmadiyya Muslim Primary School(Primary)|Approved|Mission/religious group",FERENG1
512,SL0165,Ferengbeya,,25000,21652,9.01114,-11.71391,"Baptist Primary School(Primary)|Not Approved|Mission/religious group,Community Islamic Primary School(Primary)|Not Approved|Community,Christian Life Era Prmary School(Primary)|Not Approved|Mission/religious group,Ahmadiyya Pre-School(Pre-Primary)|Approved|Government,Ahmadiyya Muslim Primary School(Primary)|Approved|Mission/religious group",FERENG2
513,SL0165,Ferengbeya,,25000,21653,9.01114,-11.71391,"Baptist Primary School(Primary)|Not Approved|Mission/religious group,Community Islamic Primary School(Primary)|Not Approved|Community,Christian Life Era Prmary School(Primary)|Not Approved|Mission/religious group,Ahmadiyya Pre-School(Pre-Primary)|Approved|Government,Ahmadiyya Muslim Primary School(Primary)|Approved|Mission/religious group",FERENG3
514,SL0166,Fudia Terrace,,21000,21661,8.45792,-13.26003,"Victory Baptist Preparatory School Spur Loop(Pre-Primary)|Applied for Approval|Mission/religious group,Victory Baptist(Primary)|Applied for Approval|Mission/religious group,Mercy Mission International Preparatory School(Pre-Primary)|Approved|Mission/religious group,Mercy Mission International Preparatory School(Primary)|Approved|Mission/religious group,Lucins Comprehensive Secondary School(Junior Secondary)|Approved|Private",FUDIA1
515,SL0166,Fudia Terrace,,21000,21662,8.45792,-13.26003,"Victory Baptist Preparatory School Spur Loop(Pre-Primary)|Applied for Approval|Mission/religious group,Victory Baptist(Primary)|Applied for Approval|Mission/religious group,Mercy Mission International Preparatory School(Pre-Primary)|Approved|Mission/religious group,Mercy Mission International Preparatory School(Primary)|Approved|Mission/religious group,Lucins Comprehensive Secondary School(Junior Secondary)|Approved|Private",FUDIA2
516,SL0166,Fudia Terrace,,21000,21663,8.45792,-13.26003,"Victory Baptist Preparatory School Spur Loop(Pre-Primary)|Applied for Approval|Mission/religious group,Victory Baptist(Primary)|Applied for Approval|Mission/religious group,Mercy Mission International Preparatory School(Pre-Primary)|Approved|Mission/religious group,Mercy Mission International Preparatory School(Primary)|Approved|Mission/religious group,Lucins Comprehensive Secondary School(Junior Secondary)|Approved|Private",FUDIA3
1985,SL0166,Fudia Terrace,,30000,11661,8.45792,-13.26003,"Victory Baptist Preparatory School Spur Loop(Pre-Primary)|Applied for Approval|Mission/religious group,Victory Baptist(Primary)|Applied for Approval|Mission/religious group,Mercy Mission International Preparatory School(Pre-Primary)|Approved|Mission/religious group,Mercy Mission International Preparatory School(Primary)|Approved|Mission/religious group,Lucins Comprehensive Secondary School(Junior Secondary)|Approved|Private",UFUDIAA
1986,SL0166,Fudia Terrace,,30000,11662,8.45792,-13.26003,"Victory Baptist Preparatory School Spur Loop(Pre-Primary)|Applied for Approval|Mission/religious group,Victory Baptist(Primary)|Applied for Approval|Mission/religious group,Mercy Mission International Preparatory School(Pre-Primary)|Approved|Mission/religious group,Mercy Mission International Preparatory School(Primary)|Approved|Mission/religious group,Lucins Comprehensive Secondary School(Junior Secondary)|Approved|Private",UFUDIAB
1987,SL0166,Fudia Terrace,,30000,11663,8.45792,-13.26003,"Victory Baptist Preparatory School Spur Loop(Pre-Primary)|Applied for Approval|Mission/religious group,Victory Baptist(Primary)|Applied for Approval|Mission/religious group,Mercy Mission International Preparatory School(Pre-Primary)|Approved|Mission/religious group,Mercy Mission International Preparatory School(Primary)|Approved|Mission/religious group,Lucins Comprehensive Secondary School(Junior Secondary)|Approved|Private",UFUDIAC
1988,SL0166,Fudia Terrace,,30000,31661,8.45792,-13.26003,"Victory Baptist Preparatory School Spur Loop(Pre-Primary)|Applied for Approval|Mission/religious group,Victory Baptist(Primary)|Applied for Approval|Mission/religious group,Mercy Mission International Preparatory School(Pre-Primary)|Approved|Mission/religious group,Mercy Mission International Preparatory School(Primary)|Approved|Mission/religious group,Lucins Comprehensive Secondary School(Junior Secondary)|Approved|Private",UFUDIAI
1989,SL0166,Fudia Terrace,,30000,31662,8.45792,-13.26003,"Victory Baptist Preparatory School Spur Loop(Pre-Primary)|Applied for Approval|Mission/religious group,Victory Baptist(Primary)|Applied for Approval|Mission/religious group,Mercy Mission International Preparatory School(Pre-Primary)|Approved|Mission/religious group,Mercy Mission International Preparatory School(Primary)|Approved|Mission/religious group,Lucins Comprehensive Secondary School(Junior Secondary)|Approved|Private",UFUDIAJ
1990,SL0166,Fudia Terrace,,30000,31663,8.45792,-13.26003,"Victory Baptist Preparatory School Spur Loop(Pre-Primary)|Applied for Approval|Mission/religious group,Victory Baptist(Primary)|Applied for Approval|Mission/religious group,Mercy Mission International Preparatory School(Pre-Primary)|Approved|Mission/religious group,Mercy Mission International Preparatory School(Primary)|Approved|Mission/religious group,Lucins Comprehensive Secondary School(Junior Secondary)|Approved|Private",UFUDIAK
1991,SL0166,Fudia Terrace,,30000,31664,8.45792,-13.26003,"Victory Baptist Preparatory School Spur Loop(Pre-Primary)|Applied for Approval|Mission/religious group,Victory Baptist(Primary)|Applied for Approval|Mission/religious group,Mercy Mission International Preparatory School(Pre-Primary)|Approved|Mission/religious group,Mercy Mission International Preparatory School(Primary)|Approved|Mission/religious group,Lucins Comprehensive Secondary School(Junior Secondary)|Approved|Private",UFUDIAM
1992,SL0166,Fudia Terrace,,30000,31665,8.45792,-13.26003,"Victory Baptist Preparatory School Spur Loop(Pre-Primary)|Applied for Approval|Mission/religious group,Victory Baptist(Primary)|Applied for Approval|Mission/religious group,Mercy Mission International Preparatory School(Pre-Primary)|Approved|Mission/religious group,Mercy Mission International Preparatory School(Primary)|Approved|Mission/religious group,Lucins Comprehensive Secondary School(Junior Secondary)|Approved|Private",UFUDIAN
1993,SL0166,Fudia Terrace,,30000,31666,8.45792,-13.26003,"Victory Baptist Preparatory School Spur Loop(Pre-Primary)|Applied for Approval|Mission/religious group,Victory Baptist(Primary)|Applied for Approval|Mission/religious group,Mercy Mission International Preparatory School(Pre-Primary)|Approved|Mission/religious group,Mercy Mission International Preparatory School(Primary)|Approved|Mission/religious group,Lucins Comprehensive Secondary School(Junior Secondary)|Approved|Private",UFUDIAP
1994,SL0166,Fudia Terrace,,30000,31667,8.45792,-13.26003,"Victory Baptist Preparatory School Spur Loop(Pre-Primary)|Applied for Approval|Mission/religious group,Victory Baptist(Primary)|Applied for Approval|Mission/religious group,Mercy Mission International Preparatory School(Pre-Primary)|Approved|Mission/religious group,Mercy Mission International Preparatory School(Primary)|Approved|Mission/religious group,Lucins Comprehensive Secondary School(Junior Secondary)|Approved|Private",UFUDIAX
1995,SL0166,Fudia Terrace,,30000,31668,8.45792,-13.26003,"Victory Baptist Preparatory School Spur Loop(Pre-Primary)|Applied for Approval|Mission/religious group,Victory Baptist(Primary)|Applied for Approval|Mission/religious group,Mercy Mission International Preparatory School(Pre-Primary)|Approved|Mission/religious group,Mercy Mission International Preparatory School(Primary)|Approved|Mission/religious group,Lucins Comprehensive Secondary School(Junior Secondary)|Approved|Private",UFUDIAY
1996,SL0166,Fudia Terrace,,30000,31669,8.45792,-13.26003,"Victory Baptist Preparatory School Spur Loop(Pre-Primary)|Applied for Approval|Mission/religious group,Victory Baptist(Primary)|Applied for Approval|Mission/religious group,Mercy Mission International Preparatory School(Pre-Primary)|Approved|Mission/religious group,Mercy Mission International Preparatory School(Primary)|Approved|Mission/religious group,Lucins Comprehensive Secondary School(Junior Secondary)|Approved|Private",UFUDIAZ
3101,SL0166,LFUDIA,,4100,401661,8.45792,-13.26003,"Victory Baptist Preparatory School Spur Loop(Pre-Primary)|Applied for Approval|Mission/religious group,Victory Baptist(Primary)|Applied for Approval|Mission/religious group,Mercy Mission International Preparatory School(Pre-Primary)|Approved|Mission/religious group,Mercy Mission International Preparatory School(Primary)|Approved|Mission/religious group,Lucins Comprehensive Secondary School(Junior Secondary)|Approved|Private",LFUDIA1
3102,SL0166,LFUDIA,,4100,401662,8.45792,-13.26003,"Victory Baptist Preparatory School Spur Loop(Pre-Primary)|Applied for Approval|Mission/religious group,Victory Baptist(Primary)|Applied for Approval|Mission/religious group,Mercy Mission International Preparatory School(Pre-Primary)|Approved|Mission/religious group,Mercy Mission International Preparatory School(Primary)|Approved|Mission/religious group,Lucins Comprehensive Secondary School(Junior Secondary)|Approved|Private",LFUDIA2
3103,SL0166,LFUDIA,,4100,401663,8.45792,-13.26003,"Victory Baptist Preparatory School Spur Loop(Pre-Primary)|Applied for Approval|Mission/religious group,Victory Baptist(Primary)|Applied for Approval|Mission/religious group,Mercy Mission International Preparatory School(Pre-Primary)|Approved|Mission/religious group,Mercy Mission International Preparatory School(Primary)|Approved|Mission/religious group,Lucins Comprehensive Secondary School(Junior Secondary)|Approved|Private",LFUDIA3
517,SL0167,Kayima,,29000,21671,8.89134,-11.15862,"Lutheran Primary School(Primary)|Not Approved|Community,Tabernacle Primary School(Primary)|Applied for Approval|Community,Sara Islamic Primary(Primary)|Not Approved|Community,United Methodist Church Primary School(Primary)|Approved|Mission/religious group,Johnny Memorial Pre School(Pre-Primary)|Not Approved|Community",KAYIMA1
518,SL0167,Kayima,,29000,21672,8.89134,-11.15862,"Lutheran Primary School(Primary)|Not Approved|Community,Tabernacle Primary School(Primary)|Applied for Approval|Community,Sara Islamic Primary(Primary)|Not Approved|Community,United Methodist Church Primary School(Primary)|Approved|Mission/religious group,Johnny Memorial Pre School(Pre-Primary)|Not Approved|Community",KAYIMA2
519,SL0167,Kayima,,29000,21673,8.89134,-11.15862,"Lutheran Primary School(Primary)|Not Approved|Community,Tabernacle Primary School(Primary)|Applied for Approval|Community,Sara Islamic Primary(Primary)|Not Approved|Community,United Methodist Church Primary School(Primary)|Approved|Mission/religious group,Johnny Memorial Pre School(Pre-Primary)|Not Approved|Community",KAYIMA3
520,SL0168,Bailor,,23000,21681,8.81671,-13.21882,"King Fahd Junior Secondary School(Junior Secondary)|Approved|Mission/religious group,Kankaylay Islamic Primary Bomia Lokomasma(Primary)|Not Approved|Mission/religious group,Church Of God Primary School(Primary)|Approved|Mission/religious group,Kankaylay Islamic Primary Bailor(Primary)|Approved|Mission/religious group,Masilmani Community Junior Secondary School(Junior Secondary)|Not Approved|Community",BAILOR1
521,SL0168,Bailor,,23000,21682,8.81671,-13.21882,"King Fahd Junior Secondary School(Junior Secondary)|Approved|Mission/religious group,Kankaylay Islamic Primary Bomia Lokomasma(Primary)|Not Approved|Mission/religious group,Church Of God Primary School(Primary)|Approved|Mission/religious group,Kankaylay Islamic Primary Bailor(Primary)|Approved|Mission/religious group,Masilmani Community Junior Secondary School(Junior Secondary)|Not Approved|Community",BAILOR2
522,SL0168,Bailor,,23000,21683,8.81671,-13.21882,"King Fahd Junior Secondary School(Junior Secondary)|Approved|Mission/religious group,Kankaylay Islamic Primary Bomia Lokomasma(Primary)|Not Approved|Mission/religious group,Church Of God Primary School(Primary)|Approved|Mission/religious group,Kankaylay Islamic Primary Bailor(Primary)|Approved|Mission/religious group,Masilmani Community Junior Secondary School(Junior Secondary)|Not Approved|Community",BAILOR3
523,SL0169,Godama Barracks,,27000,21691,7.86119,-11.71227,"St Augustine's Services Primary(Primary)|Not Approved|Mission/religious group,Sluim(Primary)|Approved|Mission/religious group,St Augustine's Services Pre School(Pre-Primary)|Not Approved|Mission/religious group,Hamza Islamic Primary(Primary)|Applied for Approval|Mission/religious group,Ansaru Primary(Primary)|Approved|Mission/religious group",GODAMA1
524,SL0169,Godama Barracks,,27000,21692,7.86119,-11.71227,"St Augustine's Services Primary(Primary)|Not Approved|Mission/religious group,Sluim(Primary)|Approved|Mission/religious group,St Augustine's Services Pre School(Pre-Primary)|Not Approved|Mission/religious group,Hamza Islamic Primary(Primary)|Applied for Approval|Mission/religious group,Ansaru Primary(Primary)|Approved|Mission/religious group",GODAMA2
525,SL0169,Godama Barracks,,27000,21693,7.86119,-11.71227,"St Augustine's Services Primary(Primary)|Not Approved|Mission/religious group,Sluim(Primary)|Approved|Mission/religious group,St Augustine's Services Pre School(Pre-Primary)|Not Approved|Mission/religious group,Hamza Islamic Primary(Primary)|Applied for Approval|Mission/religious group,Ansaru Primary(Primary)|Approved|Mission/religious group",GODAMA3
