S_N,Site_Name,Site_ID,LAT,LONG,MCC,MNC,Cell_Name,LAC,Cell_ID,NEAREST_FACILITY,Site_ID,Site_RName,Cell_Name
1226,,,8.33078,-13.07155,619,1,,10070,30987,"Campbell Town CHP(MCHP),Kissi Town(CHP),Elshadia(MCHP),Sierra Leone Friendship Hospital Jui(Hospital),New London MCHP(MCHP)",SL0156,Waterloo Market,UWATLOI
1227,,,8.33078,-13.07155,619,1,,10070,30988,"Campbell Town CHP(MCHP),Kissi Town(CHP),Elshadia(MCHP),Sierra Leone Friendship Hospital Jui(Hospital),New London MCHP(MCHP)",SL0156,Waterloo Market,UWATLOJ
1228,,,8.33078,-13.07155,619,1,,10070,30989,"Campbell Town CHP(MCHP),Kissi Town(CHP),Elshadia(MCHP),Sierra Leone Friendship Hospital Jui(Hospital),New London MCHP(MCHP)",SL0156,Waterloo Market,UWATLOK
1229,,,8.33078,-13.07155,619,1,,10070,384,"Campbell Town CHP(MCHP),Kissi Town(CHP),Elshadia(MCHP),Sierra Leone Friendship Hospital Jui(Hospital),New London MCHP(MCHP)",SL0156,Waterloo Market,UWATLOM
1230,,,8.33078,-13.07155,619,1,,10070,385,"Campbell Town CHP(MCHP),Kissi Town(CHP),Elshadia(MCHP),Sierra Leone Friendship Hospital Jui(Hospital),New London MCHP(MCHP)",SL0156,Waterloo Market,UWATLON
1231,,,8.33078,-13.07155,619,1,,10070,386,"Campbell Town CHP(MCHP),Kissi Town(CHP),Elshadia(MCHP),Sierra Leone Friendship Hospital Jui(Hospital),New London MCHP(MCHP)",SL0156,Waterloo Market,UWATLOP
1232,,,8.33078,-13.07155,619,1,,10070,387,"Campbell Town CHP(MCHP),Kissi Town(CHP),Elshadia(MCHP),Sierra Leone Friendship Hospital Jui(Hospital),New London MCHP(MCHP)",SL0156,Waterloo Market,UWATLOX
1233,,,8.33078,-13.07155,619,1,,10070,388,"Campbell Town CHP(MCHP),Kissi Town(CHP),Elshadia(MCHP),Sierra Leone Friendship Hospital Jui(Hospital),New London MCHP(MCHP)",SL0156,Waterloo Market,UWATLOY
1234,,,8.33078,-13.07155,619,1,,10070,389,"Campbell Town CHP(MCHP),Kissi Town(CHP),Elshadia(MCHP),Sierra Leone Friendship Hospital Jui(Hospital),New London MCHP(MCHP)",SL0156,Waterloo Market,UWATLOZ
1235,,,8.33078,-13.07155,619,1,,20000,21561,"Campbell Town CHP(MCHP),Kissi Town(CHP),Elshadia(MCHP),Sierra Leone Friendship Hospital Jui(Hospital),New London MCHP(MCHP)",SL0156,Waterloo Market,WATLOM1
1236,,,8.33078,-13.07155,619,1,,20000,21562,"Campbell Town CHP(MCHP),Kissi Town(CHP),Elshadia(MCHP),Sierra Leone Friendship Hospital Jui(Hospital),New London MCHP(MCHP)",SL0156,Waterloo Market,WATLOM2
1237,,,8.33078,-13.07155,619,1,,20000,21563,"Campbell Town CHP(MCHP),Kissi Town(CHP),Elshadia(MCHP),Sierra Leone Friendship Hospital Jui(Hospital),New London MCHP(MCHP)",SL0156,Waterloo Market,WATLOM3
1238,,,8.463857,-13.186246,619,1,,22000,21571,"Kissy Mental Hospital(Hospital),Rokupa Government Hospital(Hospital),Wellington Health Centre(CHC),Julipha Ashobe Corner(MCHP),Wind/Appdep Maternity(CHP)",SL0157,Citizen Radio,CITRAD1
1239,,,8.463857,-13.186246,619,1,,22000,21572,"Kissy Mental Hospital(Hospital),Rokupa Government Hospital(Hospital),Wellington Health Centre(CHC),Julipha Ashobe Corner(MCHP),Wind/Appdep Maternity(CHP)",SL0157,Citizen Radio,CITRAD2
1240,,,8.463857,-13.186246,619,1,,22000,21573,"Kissy Mental Hospital(Hospital),Rokupa Government Hospital(Hospital),Wellington Health Centre(CHC),Julipha Ashobe Corner(MCHP),Wind/Appdep Maternity(CHP)",SL0157,Citizen Radio,CITRAD3
1241,,,8.463857,-13.186246,619,1,,10003,30151,"Kissy Mental Hospital(Hospital),Rokupa Government Hospital(Hospital),Wellington Health Centre(CHC),Julipha Ashobe Corner(MCHP),Wind/Appdep Maternity(CHP)",SL0157,Citizen Radio,UCTRADI
1242,,,8.463857,-13.186246,619,1,,10003,30152,"Kissy Mental Hospital(Hospital),Rokupa Government Hospital(Hospital),Wellington Health Centre(CHC),Julipha Ashobe Corner(MCHP),Wind/Appdep Maternity(CHP)",SL0157,Citizen Radio,UCTRADJ
1243,,,8.463857,-13.186246,619,1,,10003,30153,"Kissy Mental Hospital(Hospital),Rokupa Government Hospital(Hospital),Wellington Health Centre(CHC),Julipha Ashobe Corner(MCHP),Wind/Appdep Maternity(CHP)",SL0157,Citizen Radio,UCTRADK
1244,,,8.463857,-13.186246,619,1,,10003,1574,"Kissy Mental Hospital(Hospital),Rokupa Government Hospital(Hospital),Wellington Health Centre(CHC),Julipha Ashobe Corner(MCHP),Wind/Appdep Maternity(CHP)",SL0157,Citizen Radio,UCTRADM
1245,,,8.463857,-13.186246,619,1,,10003,1575,"Kissy Mental Hospital(Hospital),Rokupa Government Hospital(Hospital),Wellington Health Centre(CHC),Julipha Ashobe Corner(MCHP),Wind/Appdep Maternity(CHP)",SL0157,Citizen Radio,UCTRADN
1246,,,8.463857,-13.186246,619,1,,10003,1576,"Kissy Mental Hospital(Hospital),Rokupa Government Hospital(Hospital),Wellington Health Centre(CHC),Julipha Ashobe Corner(MCHP),Wind/Appdep Maternity(CHP)",SL0157,Citizen Radio,UCTRADP
1247,,,8.463857,-13.186246,619,1,,10003,1577,"Kissy Mental Hospital(Hospital),Rokupa Government Hospital(Hospital),Wellington Health Centre(CHC),Julipha Ashobe Corner(MCHP),Wind/Appdep Maternity(CHP)",SL0157,Citizen Radio,UCTRADX
1248,,,8.463857,-13.186246,619,1,,10003,1578,"Kissy Mental Hospital(Hospital),Rokupa Government Hospital(Hospital),Wellington Health Centre(CHC),Julipha Ashobe Corner(MCHP),Wind/Appdep Maternity(CHP)",SL0157,Citizen Radio,UCTRADY
1249,,,8.463857,-13.186246,619,1,,10003,1579,"Kissy Mental Hospital(Hospital),Rokupa Government Hospital(Hospital),Wellington Health Centre(CHC),Julipha Ashobe Corner(MCHP),Wind/Appdep Maternity(CHP)",SL0157,Citizen Radio,UCTRADZ
1250,,,8.71274,-12.23101,619,1,,24000,21581,"Matenneh (CHP),Mangay Loko (CHP),Kolisokor (CHP),Rochen Malal CHP(CHP),Fulla Town 1 (CHP)",SL0158,Addax,ADDAX1
1251,,,8.71274,-12.23101,619,1,,24000,21582,"Matenneh (CHP),Mangay Loko (CHP),Kolisokor (CHP),Rochen Malal CHP(CHP),Fulla Town 1 (CHP)",SL0158,Addax,ADDAX2
1252,,,8.71274,-12.23101,619,1,,24000,21583,"Matenneh (CHP),Mangay Loko (CHP),Kolisokor (CHP),Rochen Malal CHP(CHP),Fulla Town 1 (CHP)",SL0158,Addax,ADDAX3
1253,,,8.71274,-12.23101,619,1,,24000,21584,"Matenneh (CHP),Mangay Loko (CHP),Kolisokor (CHP),Rochen Malal CHP(CHP),Fulla Town 1 (CHP)",SL0158,Addax,ADDAX4
1254,,,8.71274,-12.23101,619,1,,33000,294,"Matenneh (CHP),Mangay Loko (CHP),Kolisokor (CHP),Rochen Malal CHP(CHP),Fulla Town 1 (CHP)",SL0158,Addax,UADDAXM
1255,,,8.71274,-12.23101,619,1,,33000,295,"Matenneh (CHP),Mangay Loko (CHP),Kolisokor (CHP),Rochen Malal CHP(CHP),Fulla Town 1 (CHP)",SL0158,Addax,UADDAXN
1256,,,8.71274,-12.23101,619,1,,33000,297,"Matenneh (CHP),Mangay Loko (CHP),Kolisokor (CHP),Rochen Malal CHP(CHP),Fulla Town 1 (CHP)",SL0158,Addax,UADDAXX
1257,,,8.71274,-12.23101,619,1,,33000,298,"Matenneh (CHP),Mangay Loko (CHP),Kolisokor (CHP),Rochen Malal CHP(CHP),Fulla Town 1 (CHP)",SL0158,Addax,UADDAXY
1258,,,8.71274,-12.23101,619,1,,10004,2631,"Matenneh (CHP),Mangay Loko (CHP),Kolisokor (CHP),Rochen Malal CHP(CHP),Fulla Town 1 (CHP)",SL0158,Addax,UADONKI
1259,,,8.71274,-12.23101,619,1,,10004,2632,"Matenneh (CHP),Mangay Loko (CHP),Kolisokor (CHP),Rochen Malal CHP(CHP),Fulla Town 1 (CHP)",SL0158,Addax,UADONKJ
1260,,,8.71274,-12.23101,619,1,,10004,2633,"Matenneh (CHP),Mangay Loko (CHP),Kolisokor (CHP),Rochen Malal CHP(CHP),Fulla Town 1 (CHP)",SL0158,Addax,UADONKK
1261,,,6.96848,-11.57538,619,1,,28000,21591,"Sulima CHP(CHP),Liya(MCHP),Wai MCHP(MCHP),Sebengu(MCHP),Mano Bonjeima(CHC)",SL0159,Sulima,SULIMA1
1262,,,6.96848,-11.57538,619,1,,28000,21592,"Sulima CHP(CHP),Liya(MCHP),Wai MCHP(MCHP),Sebengu(MCHP),Mano Bonjeima(CHC)",SL0159,Sulima,SULIMA2
1263,,,6.96848,-11.57538,619,1,,28000,21593,"Sulima CHP(CHP),Liya(MCHP),Wai MCHP(MCHP),Sebengu(MCHP),Mano Bonjeima(CHC)",SL0159,Sulima,SULIMA3
1264,,,7.43393,-11.84194,619,1,,28000,21601,"Hongai(CHP),Sorbeh Grima(MCHP),Bumkaku(MCHP),Mandeima(MCHP),Sogballeh MCHP(MCHP)",SL0160,Sahn Malen,SAHN1
1265,,,7.43393,-11.84194,619,1,,28000,21602,"Hongai(CHP),Sorbeh Grima(MCHP),Bumkaku(MCHP),Mandeima(MCHP),Sogballeh MCHP(MCHP)",SL0160,Sahn Malen,SAHN2
1266,,,7.43393,-11.84194,619,1,,28000,21603,"Hongai(CHP),Sorbeh Grima(MCHP),Bumkaku(MCHP),Mandeima(MCHP),Sogballeh MCHP(MCHP)",SL0160,Sahn Malen,SAHN3
1267,,,7.43393,-11.84194,619,1,,35000,1607,"Hongai(CHP),Sorbeh Grima(MCHP),Bumkaku(MCHP),Mandeima(MCHP),Sogballeh MCHP(MCHP)",SL0160,Sahn Malen,USAHNX
1268,,,7.89108,-11.90711,619,1,,27000,21611,"Bumpeh -Bumpe Ngao(MCHP),Sembehun Tarbey(MCHP),Kpetema -Bumpe Ngao(CHP),Yengema MCHP(MCHP),Kassama MCHP(MCHP)",SL0161,Bumpeh,BUMPEH1
1269,,,7.89108,-11.90711,619,1,,27000,21612,"Bumpeh -Bumpe Ngao(MCHP),Sembehun Tarbey(MCHP),Kpetema -Bumpe Ngao(CHP),Yengema MCHP(MCHP),Kassama MCHP(MCHP)",SL0161,Bumpeh,BUMPEH2
1270,,,7.89108,-11.90711,619,1,,27000,21613,"Bumpeh -Bumpe Ngao(MCHP),Sembehun Tarbey(MCHP),Kpetema -Bumpe Ngao(CHP),Yengema MCHP(MCHP),Kassama MCHP(MCHP)",SL0161,Bumpeh,BUMPEH3
1271,,,9.0316,-12.16259,619,1,,24000,21621,"Kalangba (CHC),Masongbo Loko(MCHP),Gbendenbu (CHC),Mabayo   (CHP),Kortuhun (CHP)",SL0162,Kalangba,KALANG1
1272,,,9.0316,-12.16259,619,1,,24000,21622,"Kalangba (CHC),Masongbo Loko(MCHP),Gbendenbu (CHC),Mabayo   (CHP),Kortuhun (CHP)",SL0162,Kalangba,KALANG2
1273,,,9.0316,-12.16259,619,1,,24000,21623,"Kalangba (CHC),Masongbo Loko(MCHP),Gbendenbu (CHC),Mabayo   (CHP),Kortuhun (CHP)",SL0162,Kalangba,KALANG3
1274,,,8.476113,-13.23921,619,1,,21000,21631,"Sm Broderick School Health Clinic(Clinic),Mambo (CHP),Epi Head Quarters(CHP),Parliament(CHP),Ross Road (BEmONC)(CHC)",SL0163,Campbell Street,CAMBEL1
1275,,,8.476113,-13.23921,619,1,,21000,21632,"Sm Broderick School Health Clinic(Clinic),Mambo (CHP),Epi Head Quarters(CHP),Parliament(CHP),Ross Road (BEmONC)(CHC)",SL0163,Campbell Street,CAMBEL2
1276,,,8.476113,-13.23921,619,1,,21000,21633,"Sm Broderick School Health Clinic(Clinic),Mambo (CHP),Epi Head Quarters(CHP),Parliament(CHP),Ross Road (BEmONC)(CHC)",SL0163,Campbell Street,CAMBEL3
1277,,,8.476113,-13.23921,619,1,,10000,30787,"Sm Broderick School Health Clinic(Clinic),Mambo (CHP),Epi Head Quarters(CHP),Parliament(CHP),Ross Road (BEmONC)(CHC)",SL0163,Campbell Street,UCAMBLI
1278,,,8.476113,-13.23921,619,1,,10000,30788,"Sm Broderick School Health Clinic(Clinic),Mambo (CHP),Epi Head Quarters(CHP),Parliament(CHP),Ross Road (BEmONC)(CHC)",SL0163,Campbell Street,UCAMBLJ
1279,,,8.476113,-13.23921,619,1,,10000,30789,"Sm Broderick School Health Clinic(Clinic),Mambo (CHP),Epi Head Quarters(CHP),Parliament(CHP),Ross Road (BEmONC)(CHC)",SL0163,Campbell Street,UCAMBLK
1280,,,8.476113,-13.23921,619,1,,10000,1634,"Sm Broderick School Health Clinic(Clinic),Mambo (CHP),Epi Head Quarters(CHP),Parliament(CHP),Ross Road (BEmONC)(CHC)",SL0163,Campbell Street,UCAMBLM
1281,,,8.476113,-13.23921,619,1,,10000,1635,"Sm Broderick School Health Clinic(Clinic),Mambo (CHP),Epi Head Quarters(CHP),Parliament(CHP),Ross Road (BEmONC)(CHC)",SL0163,Campbell Street,UCAMBLN
1282,,,8.476113,-13.23921,619,1,,10000,1636,"Sm Broderick School Health Clinic(Clinic),Mambo (CHP),Epi Head Quarters(CHP),Parliament(CHP),Ross Road (BEmONC)(CHC)",SL0163,Campbell Street,UCAMBLP
1283,,,8.476113,-13.23921,619,1,,10000,1637,"Sm Broderick School Health Clinic(Clinic),Mambo (CHP),Epi Head Quarters(CHP),Parliament(CHP),Ross Road (BEmONC)(CHC)",SL0163,Campbell Street,UCAMBLX
1284,,,8.476113,-13.23921,619,1,,10000,1638,"Sm Broderick School Health Clinic(Clinic),Mambo (CHP),Epi Head Quarters(CHP),Parliament(CHP),Ross Road (BEmONC)(CHC)",SL0163,Campbell Street,UCAMBLY
1285,,,8.476113,-13.23921,619,1,,10000,1639,"Sm Broderick School Health Clinic(Clinic),Mambo (CHP),Epi Head Quarters(CHP),Parliament(CHP),Ross Road (BEmONC)(CHC)",SL0163,Campbell Street,UCAMBLZ
1286,,,8.75027,-11.10555,619,1,,29000,21641,"Yormandu CHC(CHC),Seidu MCHP(MCHP),Mansundu(MCHP),Peyima CHP(CHP),Samiquidu MCHP(MCHP)",SL0164,Yomandu,YOMADU1
1287,,,8.75027,-11.10555,619,1,,29000,21642,"Yormandu CHC(CHC),Seidu MCHP(MCHP),Mansundu(MCHP),Peyima CHP(CHP),Samiquidu MCHP(MCHP)",SL0164,Yomandu,YOMADU2
1288,,,8.75027,-11.10555,619,1,,29000,21643,"Yormandu CHC(CHC),Seidu MCHP(MCHP),Mansundu(MCHP),Peyima CHP(CHP),Samiquidu MCHP(MCHP)",SL0164,Yomandu,YOMADU3
1289,,,9.01114,-11.71391,619,1,,25000,21651,"Bunbuna(CHC),Kemedugu MCHP(MCHP),New Ferengbeia(MCHP),Kathombo MCHP(MCHP),Bassaia MCHP(MCHP)",SL0165,Ferengbeya,FERENG1
1290,,,9.01114,-11.71391,619,1,,25000,21652,"Bunbuna(CHC),Kemedugu MCHP(MCHP),New Ferengbeia(MCHP),Kathombo MCHP(MCHP),Bassaia MCHP(MCHP)",SL0165,Ferengbeya,FERENG2
1291,,,9.01114,-11.71391,619,1,,25000,21653,"Bunbuna(CHC),Kemedugu MCHP(MCHP),New Ferengbeia(MCHP),Kathombo MCHP(MCHP),Bassaia MCHP(MCHP)",SL0165,Ferengbeya,FERENG3
1292,,,9.01114,-11.71391,619,1,,33000,210,"Bunbuna(CHC),Kemedugu MCHP(MCHP),New Ferengbeia(MCHP),Kathombo MCHP(MCHP),Bassaia MCHP(MCHP)",SL0165,Ferengbeya,UFERENGX
1293,,,8.45792,-13.26003,619,1,,21000,21661,"Wilberforce CHC(CHC),Scan Drive MCHP(MCHP),Family Clinic(CHP),Kingharman Road Government Hospital(Hospital),Methodist Community Clinic(CHP)",SL0166,Fudia Terrace,FUDIA1
1294,,,8.45792,-13.26003,619,1,,21000,21662,"Wilberforce CHC(CHC),Scan Drive MCHP(MCHP),Family Clinic(CHP),Kingharman Road Government Hospital(Hospital),Methodist Community Clinic(CHP)",SL0166,Fudia Terrace,FUDIA2
1295,,,8.45792,-13.26003,619,1,,21000,21663,"Wilberforce CHC(CHC),Scan Drive MCHP(MCHP),Family Clinic(CHP),Kingharman Road Government Hospital(Hospital),Methodist Community Clinic(CHP)",SL0166,Fudia Terrace,FUDIA3
1296,,,8.45792,-13.26003,619,1,,10000,30231,"Wilberforce CHC(CHC),Scan Drive MCHP(MCHP),Family Clinic(CHP),Kingharman Road Government Hospital(Hospital),Methodist Community Clinic(CHP)",SL0166,Fudia Terrace,UFUDIAI
1297,,,8.45792,-13.26003,619,1,,10000,30232,"Wilberforce CHC(CHC),Scan Drive MCHP(MCHP),Family Clinic(CHP),Kingharman Road Government Hospital(Hospital),Methodist Community Clinic(CHP)",SL0166,Fudia Terrace,UFUDIAJ
1298,,,8.45792,-13.26003,619,1,,10000,30233,"Wilberforce CHC(CHC),Scan Drive MCHP(MCHP),Family Clinic(CHP),Kingharman Road Government Hospital(Hospital),Methodist Community Clinic(CHP)",SL0166,Fudia Terrace,UFUDIAK
1299,,,8.45792,-13.26003,619,1,,10000,1664,"Wilberforce CHC(CHC),Scan Drive MCHP(MCHP),Family Clinic(CHP),Kingharman Road Government Hospital(Hospital),Methodist Community Clinic(CHP)",SL0166,Fudia Terrace,UFUDIAM
1300,,,8.45792,-13.26003,619,1,,10000,1665,"Wilberforce CHC(CHC),Scan Drive MCHP(MCHP),Family Clinic(CHP),Kingharman Road Government Hospital(Hospital),Methodist Community Clinic(CHP)",SL0166,Fudia Terrace,UFUDIAN
1301,,,8.45792,-13.26003,619,1,,10000,1666,"Wilberforce CHC(CHC),Scan Drive MCHP(MCHP),Family Clinic(CHP),Kingharman Road Government Hospital(Hospital),Methodist Community Clinic(CHP)",SL0166,Fudia Terrace,UFUDIAP
1302,,,8.45792,-13.26003,619,1,,10000,1667,"Wilberforce CHC(CHC),Scan Drive MCHP(MCHP),Family Clinic(CHP),Kingharman Road Government Hospital(Hospital),Methodist Community Clinic(CHP)",SL0166,Fudia Terrace,UFUDIAX
1303,,,8.45792,-13.26003,619,1,,10000,1668,"Wilberforce CHC(CHC),Scan Drive MCHP(MCHP),Family Clinic(CHP),Kingharman Road Government Hospital(Hospital),Methodist Community Clinic(CHP)",SL0166,Fudia Terrace,UFUDIAY
1304,,,8.45792,-13.26003,619,1,,10000,1669,"Wilberforce CHC(CHC),Scan Drive MCHP(MCHP),Family Clinic(CHP),Kingharman Road Government Hospital(Hospital),Methodist Community Clinic(CHP)",SL0166,Fudia Terrace,UFUDIAZ
1305,,,8.89134,-11.15862,619,1,,29000,21671,"Kayima CHC(CHC),Wordu CHP(CHP),Bangambaya MCHP(MCHP),Samadu(MCHP),Mansundu(MCHP)",SL0167,Kayima,KAYIMA1
1306,,,8.89134,-11.15862,619,1,,29000,21672,"Kayima CHC(CHC),Wordu CHP(CHP),Bangambaya MCHP(MCHP),Samadu(MCHP),Mansundu(MCHP)",SL0167,Kayima,KAYIMA2
1307,,,8.89134,-11.15862,619,1,,29000,21673,"Kayima CHC(CHC),Wordu CHP(CHP),Bangambaya MCHP(MCHP),Samadu(MCHP),Mansundu(MCHP)",SL0167,Kayima,KAYIMA3
1308,,,8.81671,-13.21882,619,1,,23000,21681,"Kalangba(MCHP),Kortimoh MCHP(MCHP),Menika MCHP(MCHP),Tombo Wallah CHP(CHP),Gbainty-Wallah(CHP)",SL0168,Bailor,BAILOR1
1309,,,8.81671,-13.21882,619,1,,23000,21682,"Kalangba(MCHP),Kortimoh MCHP(MCHP),Menika MCHP(MCHP),Tombo Wallah CHP(CHP),Gbainty-Wallah(CHP)",SL0168,Bailor,BAILOR2
1310,,,8.81671,-13.21882,619,1,,23000,21683,"Kalangba(MCHP),Kortimoh MCHP(MCHP),Menika MCHP(MCHP),Tombo Wallah CHP(CHP),Gbainty-Wallah(CHP)",SL0168,Bailor,BAILOR3
1311,,,7.86119,-11.71227,619,1,,27000,21691,"Gondama -Tikonko(CHC),Gondama MCHP Moyamba(MCHP),Mamboma(CHC),Haikal(CHC),Tikonko CHC(CHC)",SL0169,Godama Barracks,GODAMA1
1312,,,7.86119,-11.71227,619,1,,27000,21692,"Gondama -Tikonko(CHC),Gondama MCHP Moyamba(MCHP),Mamboma(CHC),Haikal(CHC),Tikonko CHC(CHC)",SL0169,Godama Barracks,GODAMA2
1313,,,7.86119,-11.71227,619,1,,27000,21693,"Gondama -Tikonko(CHC),Gondama MCHP Moyamba(MCHP),Mamboma(CHC),Haikal(CHC),Tikonko CHC(CHC)",SL0169,Godama Barracks,GODAMA3
1314,,,9.29012,-12.67057,619,1,,24000,21701,"Tonko Wesleyan Health Center(MCHP),Madina CHC Kambia(CHC),Samaia MCHP(MCHP),Numea CHP(CHP),Bubuya MCHP(MCHP)",SL0170,Madina,MADINA1
1315,,,9.29012,-12.67057,619,1,,24000,21702,"Tonko Wesleyan Health Center(MCHP),Madina CHC Kambia(CHC),Samaia MCHP(MCHP),Numea CHP(CHP),Bubuya MCHP(MCHP)",SL0170,Madina,MADINA2
1316,,,9.29012,-12.67057,619,1,,24000,21703,"Tonko Wesleyan Health Center(MCHP),Madina CHC Kambia(CHC),Samaia MCHP(MCHP),Numea CHP(CHP),Bubuya MCHP(MCHP)",SL0170,Madina,MADINA3
1317,,,8.00092,-11.28717,619,1,,26000,21711,"Deima MCHP(MCHP),Sembehun MCHP(MCHP),Levuma CHC(CHC),Baoma Oil Mill CHC(CHC),Gbahama Bo(CHP)",SL0171,Jeneh,JENEH1
1318,,,8.00092,-11.28717,619,1,,26000,21712,"Deima MCHP(MCHP),Sembehun MCHP(MCHP),Levuma CHC(CHC),Baoma Oil Mill CHC(CHC),Gbahama Bo(CHP)",SL0171,Jeneh,JENEH2
1319,,,8.00092,-11.28717,619,1,,26000,21713,"Deima MCHP(MCHP),Sembehun MCHP(MCHP),Levuma CHC(CHC),Baoma Oil Mill CHC(CHC),Gbahama Bo(CHP)",SL0171,Jeneh,JENEH3
1320,,,8.44114,-13.27575,619,1,,20000,21721,"Mutual Faith Clinic(MCHP),Family Clinic(CHP),Goderich Emergency Surgical Center(Hospital),Blind School Clinic(Clinic),Scan Drive MCHP(MCHP)",SL0172,Marjay Relief,MAJAYR1
1321,,,8.44114,-13.27575,619,1,,20000,21722,"Mutual Faith Clinic(MCHP),Family Clinic(CHP),Goderich Emergency Surgical Center(Hospital),Blind School Clinic(Clinic),Scan Drive MCHP(MCHP)",SL0172,Marjay Relief,MAJAYR2
1322,,,8.44114,-13.27575,619,1,,20000,21723,"Mutual Faith Clinic(MCHP),Family Clinic(CHP),Goderich Emergency Surgical Center(Hospital),Blind School Clinic(Clinic),Scan Drive MCHP(MCHP)",SL0172,Marjay Relief,MAJAYR3
1323,,,8.44114,-13.27575,619,1,,10004,30877,"Mutual Faith Clinic(MCHP),Family Clinic(CHP),Goderich Emergency Surgical Center(Hospital),Blind School Clinic(Clinic),Scan Drive MCHP(MCHP)",SL0172,Marjay Relief,UMAJARI
1324,,,8.44114,-13.27575,619,1,,10004,30878,"Mutual Faith Clinic(MCHP),Family Clinic(CHP),Goderich Emergency Surgical Center(Hospital),Blind School Clinic(Clinic),Scan Drive MCHP(MCHP)",SL0172,Marjay Relief,UMAJARJ
1325,,,8.44114,-13.27575,619,1,,10004,30879,"Mutual Faith Clinic(MCHP),Family Clinic(CHP),Goderich Emergency Surgical Center(Hospital),Blind School Clinic(Clinic),Scan Drive MCHP(MCHP)",SL0172,Marjay Relief,UMAJARK
1326,,,8.44114,-13.27575,619,1,,10004,1724,"Mutual Faith Clinic(MCHP),Family Clinic(CHP),Goderich Emergency Surgical Center(Hospital),Blind School Clinic(Clinic),Scan Drive MCHP(MCHP)",SL0172,Marjay Relief,UMAJARM
1327,,,8.44114,-13.27575,619,1,,10004,1725,"Mutual Faith Clinic(MCHP),Family Clinic(CHP),Goderich Emergency Surgical Center(Hospital),Blind School Clinic(Clinic),Scan Drive MCHP(MCHP)",SL0172,Marjay Relief,UMAJARN
1328,,,8.44114,-13.27575,619,1,,10004,1726,"Mutual Faith Clinic(MCHP),Family Clinic(CHP),Goderich Emergency Surgical Center(Hospital),Blind School Clinic(Clinic),Scan Drive MCHP(MCHP)",SL0172,Marjay Relief,UMAJARP
1329,,,8.44114,-13.27575,619,1,,10004,1727,"Mutual Faith Clinic(MCHP),Family Clinic(CHP),Goderich Emergency Surgical Center(Hospital),Blind School Clinic(Clinic),Scan Drive MCHP(MCHP)",SL0172,Marjay Relief,UMAJARX
1330,,,8.44114,-13.27575,619,1,,10004,1728,"Mutual Faith Clinic(MCHP),Family Clinic(CHP),Goderich Emergency Surgical Center(Hospital),Blind School Clinic(Clinic),Scan Drive MCHP(MCHP)",SL0172,Marjay Relief,UMAJARY
1331,,,8.44114,-13.27575,619,1,,10004,1729,"Mutual Faith Clinic(MCHP),Family Clinic(CHP),Goderich Emergency Surgical Center(Hospital),Blind School Clinic(Clinic),Scan Drive MCHP(MCHP)",SL0172,Marjay Relief,UMAJARZ
1332,,,7.96742,-11.73025,619,1,,27000,21731,"Gbotima(CHP),Yemoh Town CHC(CHC),Dougountoni Hospital(Hospital),Gender(MCHP),Kindoya Hospital(Hospital)",SL0173,Durba Ground,DURBA1
1333,,,7.96742,-11.73025,619,1,,27000,21732,"Gbotima(CHP),Yemoh Town CHC(CHC),Dougountoni Hospital(Hospital),Gender(MCHP),Kindoya Hospital(Hospital)",SL0173,Durba Ground,DURBA2
1334,,,7.96742,-11.73025,619,1,,27000,21733,"Gbotima(CHP),Yemoh Town CHC(CHC),Dougountoni Hospital(Hospital),Gender(MCHP),Kindoya Hospital(Hospital)",SL0173,Durba Ground,DURBA3
1335,,,7.96742,-11.73025,619,1,,34000,1731,"Gbotima(CHP),Yemoh Town CHC(CHC),Dougountoni Hospital(Hospital),Gender(MCHP),Kindoya Hospital(Hospital)",SL0173,Durba Ground,UDURBAI
1336,,,7.96742,-11.73025,619,1,,34000,1732,"Gbotima(CHP),Yemoh Town CHC(CHC),Dougountoni Hospital(Hospital),Gender(MCHP),Kindoya Hospital(Hospital)",SL0173,Durba Ground,UDURBAJ
1337,,,7.96742,-11.73025,619,1,,34000,1733,"Gbotima(CHP),Yemoh Town CHC(CHC),Dougountoni Hospital(Hospital),Gender(MCHP),Kindoya Hospital(Hospital)",SL0173,Durba Ground,UDURBAK
1338,,,7.96742,-11.73025,619,1,,34000,1734,"Gbotima(CHP),Yemoh Town CHC(CHC),Dougountoni Hospital(Hospital),Gender(MCHP),Kindoya Hospital(Hospital)",SL0173,Durba Ground,UDURBAM
1339,,,7.96742,-11.73025,619,1,,34000,1735,"Gbotima(CHP),Yemoh Town CHC(CHC),Dougountoni Hospital(Hospital),Gender(MCHP),Kindoya Hospital(Hospital)",SL0173,Durba Ground,UDURBAN
1340,,,7.96742,-11.73025,619,1,,34000,1736,"Gbotima(CHP),Yemoh Town CHC(CHC),Dougountoni Hospital(Hospital),Gender(MCHP),Kindoya Hospital(Hospital)",SL0173,Durba Ground,UDURBAP
1341,,,7.96742,-11.73025,619,1,,34000,1737,"Gbotima(CHP),Yemoh Town CHC(CHC),Dougountoni Hospital(Hospital),Gender(MCHP),Kindoya Hospital(Hospital)",SL0173,Durba Ground,UDURBAX
